Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
MA5905,"1","45-47 SPRUCE STREET"," ","CHELSEA","SUFFOLK",MA,021502345,7,ACTIVE,BUILDING,7480,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5907,"1","2 DEBUSH AVENUE","BUILDING B UNITS 7 & 8","MIDDLETON","ESSEX",MA,019491602,6,ACTIVE,BUILDING,8000,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5908,"1","CHRISTY DRIVE"," ","BROCKTON","PLYMOUTH",MA,023011843,8,ACTIVE,BUILDING,12500,63,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5912,"1","RR1 BOX 850"," ","VINEYARD HAVEN","DUKES",MA,025688104,9,ACTIVE,BUILDING,400,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5917,"1","30 RIVERSIDE DR"," ","LAKEVILLE","PLYMOUTH",MA,023473629,4,ACTIVE,BUILDING,7151,19,LEASED,05-May-2008,Field Not In Use,Not Evaluated,Yes
MA5918,"1","10 FEDERAL STREET"," ","SALEM","ESSEX",MA,019703860,6,ACTIVE,BUILDING,8140,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5930,"1","401 EDGEWATER PLACE"," ","WAKEFIELD","MIDDLESEX",MA,018806201,6,ACTIVE,BUILDING,6686,14,LEASED,01-Nov-2008,Field Not In Use,Not Evaluated,Yes
MA5932,"1","9 MAIN ST"," ","SUTTON","WORCESTER",MA,015901660,2,ACTIVE,BUILDING,1097,7,LEASED,02-Nov-2007,Field Not In Use,Not Evaluated,Yes
MA5935,"1","138 RIVER ROAD"," ","ANDOVER","ESSEX",MA,018101072,3,ACTIVE,BUILDING,4191,18,LEASED,25-Jun-2009,Field Not In Use,Not Evaluated,Yes
MA5937,"1","50 BURLINGTON MALL ROAD"," ","BURLINGTON","MIDDLESEX",MA,018034537,6,ACTIVE,BUILDING,2139,5,LEASED,01-Jan-1986,Field Not In Use,Not Evaluated,Yes
MA5938,"1","22 COMMERCIAL WAY"," ","HANSON","PLYMOUTH",MA,023411527,9,ACTIVE,BUILDING,2500,0,LEASED,15-Feb-2008,Field Not In Use,Not Evaluated,Yes
MA5939,"1","2 MILL STREET"," ","LAWRENCE","ESSEX",MA,018401602,3,ACTIVE,BUILDING,27449,87,LEASED,08-Jun-2009,Field Not In Use,Not Evaluated,Yes
MA5941,"1","4238 Washington Street"," ","BOSTON","SUFFOLK",MA,021311732,7,ACTIVE,BUILDING,6630,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5942,"1","75 PERSEVERANCE WAY"," ","HYANNIS","BARNSTABLE",MA,026011816,9,ACTIVE,BUILDING,3422,0,LEASED,23-Feb-2010,Field Not In Use,Not Evaluated,Yes
MA5944,"1","67 HUTTLESTON AVE"," ","FAIRHAVEN","BRISTOL",MA,027193156,9,ACTIVE,BUILDING,2400,15,LEASED,12-Mar-2009,Field Not In Use,Not Evaluated,Yes
MA5947,"1","44-48 THIRD AVENUE"," ","SOMERVILLE","MIDDLESEX",MA,021434450,7,ACTIVE,BUILDING,15120,42,LEASED,01-Apr-1978,Field Not In Use,Not Evaluated,Yes
MA5954,"1","1414 MAIN ST"," ","SPRINGFIELD","HAMPDEN",MA,011447000,1,ACTIVE,BUILDING,2171,7,LEASED,01-Mar-1997,Field Not In Use,Not Evaluated,Yes
MA5955,"1","120 LIBERTY ST"," ","BROCKTON","PLYMOUTH",MA,023015521,8,ACTIVE,BUILDING,11987,70,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
MA5957,"1","300 BALLARDVALE ST"," ","WILMINGTON","MIDDLESEX",MA,018871012,6,ACTIVE,BUILDING,4450,14,LEASED,01-Jan-1990,Field Not In Use,Not Evaluated,Yes
MA5958,"1","192-194 COMMERCIAL STREET"," ","MALDEN","MIDDLESEX",MA,021486709,5,ACTIVE,BUILDING,10621,1,LEASED,01-Jan-2010,Field Not In Use,Not Evaluated,Yes
MA5964,"1","10 FAWCETT STREET"," ","CAMBRIDGE","MIDDLESEX",MA,021381172,5,ACTIVE,BUILDING,12364,1,LEASED,30-Jul-2009,Field Not In Use,Not Evaluated,Yes
MA5965,"1","ONE LAKESHORE CENTER"," ","BRIDGEWATER","PLYMOUTH",MA,023241065,8,ACTIVE,BUILDING,4976,28,LEASED,15-Jan-2001,Field Not In Use,Not Evaluated,Yes
MA5974,"1","100 MEDWAY RD"," ","MILFORD","WORCESTER",MA,017572923,4,ACTIVE,BUILDING,7318,20,LEASED,25-Sep-2009,Field Not In Use,Not Evaluated,Yes
MA5977,"1","1350 MAIN STREET"," ","SPRINGFIELD","HAMPDEN",MA,011031628,1,ACTIVE,BUILDING,1112,0,LEASED,01-Nov-2009,Field Not In Use,Not Evaluated,Yes
MA5980,"1","51 SLEEPER ST"," ","BOSTON","SUFFOLK",MA,022101276,8,ACTIVE,BUILDING,15519,0,LEASED,15-Aug-2009,Field Not In Use,Not Evaluated,Yes
MA5982,"1","1550 MAIN ST"," ","SPRINGFIELD","HAMPDEN",MA,011031413,1,ACTIVE,BUILDING,24103,30,LEASED,08-Oct-2009,Field Not In Use,Not Evaluated,Yes
MA5983,"1","7 DRYDOCK AVE"," ","BOSTON","SUFFOLK",MA,022102303,8,ACTIVE,BUILDING,5000,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5984,"1","370 MAIN ST","7th Floor","WORCESTER","WORCESTER",MA,016081708,2,ACTIVE,BUILDING,4191,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5986,"1","96 MARSHALL ST"," ","NORTH ADAMS","BERKSHIRE",MA,012472454,1,ACTIVE,BUILDING,4085,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5989,"1","140 SHREWSBURY ST"," ","BOYLSTON","WORCESTER",MA,015051723,2,ACTIVE,BUILDING,2360,15,LEASED,07-Jun-2010,Field Not In Use,Not Evaluated,Yes
MA5991,"1","25 BERNARD E ST JEAN DR"," ","FALMOUTH","BARNSTABLE",MA,025364420,9,ACTIVE,BUILDING,12641,13,LEASED,25-Jun-1999,Field Not In Use,Not Evaluated,Yes
MA5992,"1","95 ASHLEY ST"," ","SPRINGFIELD","HAMPDEN",MA,011051515,1,ACTIVE,BUILDING,5269,32,LEASED,0,None,Not Evaluated,Yes
MA5993,"1","354 MAIN ST"," ","GARDNER","WORCESTER",MA,014402903,3,ACTIVE,BUILDING,4177,20,LEASED,01-Jul-2010,Field Not In Use,Not Evaluated,Yes
MA5995,"1","380 RUSSELL ST"," ","HADLEY","HAMPSHIRE",MA,010359538,2,ACTIVE,BUILDING,2315,12,LEASED,01-Sep-2010,Field Not In Use,Not Evaluated,Yes
MA6001,"1","135 BEAVER ST"," ","WALTHAM","MIDDLESEX",MA,024528412,5,ACTIVE,BUILDING,5681,1,LEASED,01-Oct-2010,Field Not In Use,Not Evaluated,Yes
MA6007,"1","928 W CHESTNUT ST"," ","BROCKTON","PLYMOUTH",MA,023015560,8,ACTIVE,BUILDING,1645,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6011,"1","375 AIRPORT DR"," ","WORCESTER","WORCESTER",MA,016022201,2,ACTIVE,BUILDING,297,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6014,"1","445 & 451 West Street"," ","AMHERST","HAMPSHIRE",MA,010022946, ,ACTIVE,BUILDING,19503,19,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6015,"1","1 SULLIVAN RD"," ","HOLYOKE","HAMPDEN",MA,010402841,1,ACTIVE,BUILDING,170,2,LEASED,0,Field Not In Use,Non-Contributing Element,Yes
ME0006,"1","POST OFFICE SQUARE","1 FRANKLIN STREET","BELFAST","WALDO",ME,049159998,2,ACTIVE,BUILDING,468,0,LEASED,01-Jan-1957,Field Not In Use,Not Evaluated,Will Conform
ME0012,"1","ST. FRANCIS,ME TOWNSHIP"," ","SAINT FRANCIS","AROOSTOOK",ME,047749998,2,ACTIVE,BUILDING,1938,2,OWNED,01-Jan-1994,Field Not In Use,Not Evaluated,Will Conform
ME0013,"1","ST. FRANCIS,ME TOWNSHIP"," ","SAINT FRANCIS","AROOSTOOK",ME,047749998,2,ACTIVE,BUILDING,383,0,OWNED,16-Jun-2010,Field Not In Use,Not Evaluated,Yes
ME0017,"1","1 WASHINGTON ST"," ","EASTPORT","WASHINGTON",ME,046311324,2,ACTIVE,BUILDING,471,1,LEASED,01-Jan-1893,Field Not In Use,Not Evaluated,Will Conform
ME0034,"1","156 FEDERAL ST"," ","PORTLAND","CUMBERLAND",ME,041014152,1,ACTIVE,BUILDING,50847,17,OWNED,01-Jan-1911,Field Not In Use,National Register Listed,Will Conform
ME0035,"1","312 FORE STREET"," ","PORTLAND","CUMBERLAND",ME,041014110,1,ACTIVE,BUILDING,8208,0,OWNED,01-Jan-1871,Field Not In Use,National Register Listed,Will Conform
ME0051,"1","BRIDGE RD"," ","MADAWASKA","AROOSTOOK",ME,047560000,2,ACTIVE,BUILDING,7476,13,OWNED,01-Jan-1961,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0061,"1","202 HARLOW ST"," ","BANGOR","PENOBSCOT",ME,044014901,2,ACTIVE,BUILDING,87794,112,OWNED,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conform
ME0068,"1","40 WESTERN AVE"," ","AUGUSTA","KENNEBEC",ME,043306325,1,ACTIVE,BUILDING,70150,182,OWNED,01-Jan-1966,Field Not In Use,Not Evaluated,Will Conform
ME0074,"1","US ROUTE 1"," ","HODGDON","AROOSTOOK",ME,047309998,2,ACTIVE,BUILDING,9642,49,OWNED,01-Jan-1965,Field Not In Use,Not Evaluated,Will Conform
ME0075,"1","9 WASHINGTON ST"," ","LUBEC","WASHINGTON",ME,046529998,2,ACTIVE,BUILDING,1369,3,LEASED,01-Jan-1965,Field Not In Use,Not Evaluated,Will Conform
ME0078,"1","365 MAIN ST"," ","PRESQUE ISLE","AROOSTOOK",ME,047692811,2,ACTIVE,BUILDING,5961,7,OWNED,01-Jan-1970,Field Not In Use,Not Evaluated,Will Conform
ME0087,"1","27 BRATTLE ST"," ","PORTLAND","CUMBERLAND",ME,041011912,1,ACTIVE,STRUCTURE,0,23,OWNED,01-Oct-1950,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0088,"1","U.S. ROUTE 1"," ","FORT KENT","AROOSTOOK",ME,047439998,2,ACTIVE,BUILDING,11019,10,OWNED,01-Jan-1981,Field Not In Use,Not Evaluated,Will Conform
ME0089,"1","96 CALAIS ROAD"," ","HODGDON","AROOSTOOK",ME,047309998,2,ACTIVE,BUILDING,1616,0,OWNED,01-Nov-2009,Field Not In Use,Not Evaluated,Yes
ME0091,"1","534 NORTH ST"," ","CALAIS","WASHINGTON",ME,046191037,2,ACTIVE,BUILDING,1420,2,OWNED,26-Nov-2013,Field Not In Use,Not Evaluated,Will Conform
ME0501,"1","3 CUSTOMS STREET"," ","CALAIS","WASHINGTON",ME,046199998,2,ACTIVE,BUILDING,7684,16,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
ME0502,"1","3 CUSTOMS STREET"," ","CALAIS","WASHINGTON",ME,046199998,2,ACTIVE,BUILDING,651,0,OWNED,01-Jan-1982,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0503,"1","3 CUSTOMS STREET"," ","CALAIS","WASHINGTON",ME,046199998,2,ACTIVE,BUILDING,978,0,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
ME0504,"1","3 CUSTOMS STREET"," ","CALAIS","WASHINGTON",ME,046199998,2,ACTIVE,BUILDING,2484,0,OWNED,01-Jan-2003,Field Not In Use,Not Evaluated,Yes
ME0551,"1","STATE ROUTE 27"," ","COBURN GORE","FRANKLIN",ME,049369998,2,ACTIVE,BUILDING,3857,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0552,"1","STATE ROUTE 27"," ","COBURN GORE","FRANKLIN",ME,049369998,2,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0553,"1","STATE ROUTE 27"," ","COBURN GORE","FRANKLIN",ME,049369998,2,ACTIVE,BUILDING,1221,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0554,"1","STATE ROUTE 27"," ","COBURN GORE","FRANKLIN",ME,049369998,2,ACTIVE,BUILDING,1094,0,OWNED,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conform
ME0555,"1","STATE ROUTE 27"," ","COBURN GORE","FRANKLIN",ME,049369998,2,ACTIVE,BUILDING,1094,0,OWNED,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conform
ME0601,"1","1 BOUNDRY LINE RD"," ","FORT FAIRFIELD","AROOSTOOK",ME,047423628,2,ACTIVE,BUILDING,3804,12,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
ME0661,"1","27 Customs Loop"," ","HOULTON","AROOSTOOK",ME,047309998,2,ACTIVE,BUILDING,23964,36,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0662,"1","27 CUSTOMS LOOP"," ","HOULTON","AROOSTOOK",ME,047309998,2,ACTIVE,BUILDING,4060,8,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0663,"1","27 Customs Loop"," ","HOULTON","AROOSTOOK",ME,047309998,2,ACTIVE,BUILDING,3022,12,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0701,"1","410 GRAND FALLS RD"," ","LIMESTONE","AROOSTOOK",ME,047506412,2,ACTIVE,BUILDING,1614,5,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
ME0751,"1","US ROUTE 1"," ","ORIENT","AROOSTOOK",ME,044719998,2,ACTIVE,BUILDING,1904,0,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
ME0752,"1","US ROUTE 1"," ","ORIENT","AROOSTOOK",ME,044719998,2,ACTIVE,BUILDING,389,2,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
ME0823,"1","2614 MAIN ST"," ","SANDY BAY TOWNSHIP","SOMERSET",ME,04945,2,ACTIVE,BUILDING,28190,0,OWNED,06-May-2009,Field Not In Use,Not Evaluated,Yes
ME0824,"1","2614 MAIN ST"," ","SANDY BAY TOWNSHIP","SOMERSET",ME,04945,2,ACTIVE,BUILDING,15357,0,OWNED,12-Jul-2010,Field Not In Use,Not Evaluated,Yes
ME0825,"1","2614 MAIN ST"," ","SANDY BAY TOWNSHIP","SOMERSET",ME,043450824,2,ACTIVE,BUILDING,0,0,OWNED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
ME0831,"1","STATE RTE 6 WATER ST"," ","VANCEBORO","WASHINGTON",ME,044919998,2,ACTIVE,BUILDING,5537,0,OWNED,01-Jan-1964,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0832,"1","STATE RTE 6 WATER ST"," ","VANCEBORO","WASHINGTON",ME,044919998,2,ACTIVE,BUILDING,512,2,OWNED,01-Jan-1964,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0843,"1","173 Acadian Way","BLDG A","VAN BUREN","AROOSTOOK",ME,047851102,2,ACTIVE,BUILDING,19168,28,OWNED,06-May-2009,Field Not In Use,Not Evaluated,Yes
ME0844,"1","165 Acadian Way","BLDG B","VAN BUREN","AROOSTOOK",ME,047851102,2,ACTIVE,BUILDING,9472,0,OWNED,30-Apr-2013,Field Not In Use,Not Evaluated,Yes
ME0845,"1","206 Acadian Way","BLDG C","VAN BUREN","AROOSTOOK",ME,047851102,2,ACTIVE,BUILDING,8495,0,OWNED,30-Apr-2013,Field Not In Use,Not Evaluated,Yes
ME0851,"1","CALAIS"," ","CALAIS","WASHINGTON",ME,046190000,2,ACTIVE,BUILDING,64705,90,OWNED,01-Aug-2009,Field Not In Use,Not Evaluated,Will Conform
ME0852,"1","NII BUILDING,CALAIS NEW BRIDGE"," ","CALAIS","WASHINGTON",ME,046190000,2,ACTIVE,BUILDING,6452,0,OWNED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
ME3377,"1","2 MONUMENT ST"," ","PORTLAND","CUMBERLAND",ME,041014093,1,ACTIVE,BUILDING,20846,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4033,"1","TWP 20/RANGE 11+12 ESTCOURT,ME"," ","SAINT FRANCIS","AROOSTOOK",ME,047749998,2,ACTIVE,BUILDING,817,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4126,"1","550 FOREST AVENUE"," ","PORTLAND","CUMBERLAND",ME,041011505,1,ACTIVE,BUILDING,9318,40,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4129,"1","STE AURELIE BORDER CROSSING"," ","JACKMAN","SOMERSET",ME,049459998,2,ACTIVE,BUILDING,1500,0,LEASED,01-Dec-2000,Field Not In Use,Not Evaluated,No
ME4130,"1","68 MARGINAL WAY"," ","PORTLAND","CUMBERLAND",ME,041012444,1,ACTIVE,BUILDING,3807,12,LEASED,31-Jul-2002,Field Not In Use,Not Evaluated,Yes
ME4132,"1","196 WHITTEN RD"," ","AUGUSTA","KENNEBEC",ME,043306021,1,ACTIVE,BUILDING,10800,36,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4134,"1","330 CIVIC CENTER DR"," ","AUGUSTA","KENNEBEC",ME,043308035,1,ACTIVE,BUILDING,6270,100,LEASED,01-Aug-1999,Field Not In Use,Not Evaluated,Yes
ME4154,"1","1355 CONGRESS STREET"," ","PORTLAND","CUMBERLAND",ME,041022137,1,ACTIVE,BUILDING,3540,5,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4164,"1","CLEMENT HUFF ROAD"," ","KENNEBUNKPORT","YORK",ME,040466711,1,ACTIVE,BUILDING,5000,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4166,"1","510 CONGRESS STREET"," ","PORTLAND","CUMBERLAND",ME,041013410,1,ACTIVE,BUILDING,19993,43,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4167,"1","100 MIDDLE STREET PLAZA"," ","PORTLAND","CUMBERLAND",ME,041014100,1,ACTIVE,BUILDING,27836,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4168,"1","220 MAINE MALL RD"," ","SOUTH PORTLAND","CUMBERLAND",ME,041062313,1,ACTIVE,BUILDING,10852,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4172,"1","21 PEARL ST"," ","PORTLAND","CUMBERLAND",ME,041014117,1,ACTIVE,STRUCTURE,0,36,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4175,"1","304 HANCOCK STREET"," ","BANGOR","PENOBSCOT",ME,044016573,2,ACTIVE,BUILDING,1330,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4176,"1","248 STATE STREET"," ","ELLSWORTH","HANCOCK",ME,046051925,2,ACTIVE,BUILDING,850,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4185,"1","231 PARK ST"," ","ROCKLAND","KNOX",ME,048412127,1,ACTIVE,BUILDING,3215,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4186,"1","217 MAIN ST"," ","LEWISTON","ANDROSCOGGIN",ME,042407069,2,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4189,"1","36 NORTH ST"," ","PRESQUE ISLE","AROOSTOOK",ME,047692273,2,ACTIVE,BUILDING,1155,3,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4191,"1","1 PORTLAND SQ"," ","PORTLAND","CUMBERLAND",ME,041014057,1,ACTIVE,BUILDING,12559,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4195,"1","4R FUNDY ROAD"," ","FALMOUTH","CUMBERLAND",ME,041051764,1,ACTIVE,BUILDING,2608,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4197,"1","539 CONGRESS ST"," ","PORTLAND","CUMBERLAND",ME,041013306,1,ACTIVE,BUILDING,19889,3,LEASED,0,Field Not In Use,National Register Listed,Will Conform
ME4199,"1","110   MAIN STREET"," ","SACO","YORK",ME,040723509,1,ACTIVE,BUILDING,6311,31,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4202,"1","79 LEIGHTON RD"," ","AUGUSTA","KENNEBEC",ME,043307705,1,ACTIVE,BUILDING,6329,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4204,"1","176 GANNETT DRIVE"," ","SOUTH PORTLAND","CUMBERLAND",ME,041066909,1,ACTIVE,BUILDING,19150,76,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4206,"1","14 WATER ST"," ","MILBRIDGE","WASHINGTON",ME,046583546,2,ACTIVE,BUILDING,5380,14,LEASED,15-Dec-1997,Field Not In Use,Not Evaluated,Will Conform
ME4208,"1","1 MERCHANTS PLZ"," ","BANGOR","PENOBSCOT",ME,044018302,2,ACTIVE,BUILDING,3324,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4211,"1","188 NEWBURY ST"," ","PORTLAND","CUMBERLAND",ME,041014187,1,ACTIVE,STRUCTURE,0,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4212,"1","100 MIDDLE ST"," ","PORTLAND","CUMBERLAND",ME,041014100,1,ACTIVE,BUILDING,8556,13,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4225,"1","2 FRANKLIN ST"," ","BELFAST","WALDO",ME,049156518,2,ACTIVE,BUILDING,2758,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4227,"1","12 KELLERAN ST"," ","HOULTON","AROOSTOOK",ME,047302006,2,ACTIVE,BUILDING,4017,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4229,"1","1 MADISON ST"," ","EASTPORT","WASHINGTON",ME,046311114,2,ACTIVE,BUILDING,9011,26,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4231,"1","12 VICTORIA LANE"," ","FALMOUTH","CUMBERLAND",ME,041052541,1,ACTIVE,STRUCTURE,20,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4232,"1","TOWNSHIP 10,RANGE 17"," ","JACKMAN","SOMERSET",ME,049459998,2,ACTIVE,BUILDING,989,0,LEASED,0,Field Not In Use,Not Evaluated,No
ME4233,"1","U.S. CUSTOMS & BORDER PROTECTION","96 MILE,GOLDEN RD.,TS-R20","JACKMAN","SOMERSET",ME,049455305,2,ACTIVE,BUILDING,989,0,LEASED,0,Field Not In Use,Not Evaluated,No
ME4235,"1","1001 WESTBROOK ST"," ","PORTLAND","CUMBERLAND",ME,041021938,1,ACTIVE,BUILDING,8215,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4236,"1","SECOND FLOOR SUITE 203"," ","PORTLAND","CUMBERLAND",ME,041016420,1,ACTIVE,BUILDING,3360,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4237,"1","HARLOW STREET"," ","BANGOR","PENOBSCOT",ME,044015152,2,ACTIVE,BUILDING,1524,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4238,"1","23 WATER STREET"," ","BANGOR","PENOBSCOT",ME,044016364,2,ACTIVE,BUILDING,1736,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4242,"1","360 US ROUTE ONE"," ","SCARBOROUGH","CUMBERLAND",ME,040746700,1,ACTIVE,BUILDING,1478,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4245,"1","513 BAR HARBOR RD"," ","BAR HARBOR","HANCOCK",ME,04605,2,ACTIVE,BUILDING,870,8,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Yes
ME4246,"1","600 TURNER STREET"," ","AUBURN","ANDROSCOGGIN",ME,042105299,2,ACTIVE,BUILDING,9128,1,LEASED,04-Feb-2009,Field Not In Use,Not Evaluated,Yes
ME4247,"1","T11,R17,REALITY ROAD"," ","SAINT FRANCIS","AROOSTOOK",ME,047749998,2,ACTIVE,BUILDING,226,0,LEASED,15-Sep-2008,Field Not In Use,Not Evaluated,Yes
ME4249,"1","224 STRATTON RD"," ","RANGELEY","FRANKLIN",ME,049705026,2,ACTIVE,BUILDING,23047,50,LEASED,22-Oct-2008,Field Not In Use,Not Evaluated,Yes
ME4250,"1","14 COLBY CIRCLE"," ","WATERVILLE","KENNEBEC",ME,049019998,1,ACTIVE,BUILDING,6214,35,LEASED,01-Mar-2009,Field Not In Use,Not Evaluated,Yes
ME4251,"1","400 CONGRESS ST"," ","PORTLAND","CUMBERLAND",ME,041013565,1,ACTIVE,BUILDING,9200,4,LEASED,01-May-2009,Field Not In Use,Not Evaluated,Yes
ME4252,"1","17 GODFREY STREET"," ","ORONO","PENOBSCOT",ME,044733702,2,ACTIVE,BUILDING,4310,14,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
ME4253,"1","200 LIMESTONE RD"," ","FORT FAIRFIELD","AROOSTOOK",ME,047423201,2,ACTIVE,BUILDING,23042,95,LEASED,16-Dec-2008,Field Not In Use,Not Evaluated,Yes
ME4254,"1","169 ASH POINT DR"," ","OWLS HEAD","KNOX",ME,048543511,1,ACTIVE,BUILDING,1000,5,LEASED,16-Dec-2008,Field Not In Use,Not Evaluated,Will Conform
ME4258,"1","967 ILLINOIS AVE"," ","BANGOR","PENOBSCOT",ME,044012766,2,ACTIVE,BUILDING,19861,140,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4259,"1","23 ELLTEE CIRCLE"," ","THOMASTON","KNOX",ME,048613218,1,ACTIVE,BUILDING,2280,0,LEASED,01-Jun-2000,Field Not In Use,Not Evaluated,Will Conform
ME4260,"1","155 GANNETT DR"," ","SOUTH PORTLAND","CUMBERLAND",ME,041066942,1,ACTIVE,BUILDING,21375,76,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4262,"1","68 BANGOR ST"," ","HOULTON","AROOSTOOK",ME,047301641,2,ACTIVE,BUILDING,3464,11,LEASED,01-Jan-1980,Field Not In Use,Not Evaluated,Yes
ME4263,"1","14 MAINE ST"," ","BRUNSWICK","CUMBERLAND",ME,040112002,1,ACTIVE,BUILDING,700,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4268,"1","130 OAK ST","Suite 5","ELLSWORTH","HANCOCK",ME,046051667,2,ACTIVE,BUILDING,765,2,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
ME4269,"1","17 GODFREY DR"," ","ORONO","PENOBSCOT",ME,044733702,2,ACTIVE,BUILDING,3356,6,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
NH0027,"1","2 MADBURY DR"," ","DURHAM","STRAFFORD",NH,038249998,1,ACTIVE,BUILDING,8573,12,LEASED,01-Jan-1959,Field Not In Use,Not Evaluated,Will Conform
NH0030,"1","53 PLEASANT STREET"," ","CONCORD","MERRIMACK",NH,033013954,2,ACTIVE,BUILDING,78807,65,OWNED,01-Jan-1966,Field Not In Use,Not Evaluated,Will Conform
NH0033,"1","MAIN STREET"," ","LITTLETON","GRAFTON",NH,035619998,2,ACTIVE,BUILDING,3964,15,OWNED,01-Jan-1969,Field Not In Use,Not Evaluated,Will Conform
NH0034,"1","1 EXCHANGE ST"," ","BERLIN","COOS",NH,035701938,2,ACTIVE,BUILDING,396,2,LEASED,01-Jan-1966,Field Not In Use,Not Evaluated,Will Conform
NH0036,"1","80 DANIEL ST"," ","PORTSMOUTH","ROCKINGHAM",NH,038013850,1,ACTIVE,BUILDING,61279,136,OWNED,01-Jan-1966,Field Not In Use,Not Evaluated,Will Conform
